EDGE_ID,GridNo,Split_SequenceNum,CentroidX,CentroidY
19,85,0,155.0,546.0
19,85,1,128.0,612.0
0,90,0,781.0,2.0
0,90,1,776.0,33.0
0,90,2,771.0,182.0
0,90,3,768.0,189.0
0,90,4,768.0,279.0
1,90,0,806.0,431.0
1,90,1,824.0,488.0
1,90,2,843.0,564.0
2,90,0,851.0,590.0
2,90,1,902.0,782.0
2,90,2,915.0,840.0
2,90,3,918.0,868.0
3,90,0,843.0,564.0
3,90,1,851.0,590.0
0,24,0,83.2445443450564,26.12108817684108
0,24,1,83.24452954080955,26.12098451168806
0,24,2,83.24455026675514,26.120883508105795
0,24,3,83.24454138420703,26.120819714188087
0,24,4,83.24455322760451,26.120731999939714
0,24,5,83.24455026675514,26.1206708646531
0,24,6,83.24451769741208,26.120516694916265
0,24,7,83.24449104976775,26.120444925105286
0,24,8,83.24445848042468,26.120386444922165
0,24,9,83.24442295023225,26.12038644139457
1,24,0,83.24301358593232,26.120832852717278
1,24,1,83.24312609820836,26.120771728895345
1,24,2,83.24323564963504,26.12072921108156
1,24,3,83.24341033974784,26.120644171044493
1,24,4,83.24371826808228,26.120468770768515
1,24,5,83.24378932846714,26.120476751953177
1,24,6,83.24398770537492,26.120545880771047
1,24,7,83.24403211811546,26.12055120126686
1,24,8,83.24406764830789,26.12054057262182
1,24,9,83.2441446303915,26.120500709617563
1,24,10,83.24423049502322,26.120439583149935
1,24,11,83.24432820305242,26.120389090030805
1,24,12,83.24440518513603,26.120335936810754
1,24,13,83.24451177571333,26.120293418703003
1,24,14,83.24470423092237,26.120171167825514
2,24,0,83.24371826808228,26.120468770768515
2,24,1,83.243667933643,26.12035978600158
3,24,0,83.24408245255474,26.119812270266166
3,24,1,83.2442423384207,26.119716596586635
3,24,2,83.24422161247512,26.119631537147793
0,83,0,774.0,48.0
0,83,1,916.0,103.0
1,83,0,928.0,65.0
1,83,1,921.0,100.0
1,83,2,916.0,103.0
2,83,0,921.0,100.0
2,83,1,958.0,114.0
2,83,2,1021.0,144.0
3,83,0,916.0,103.0
3,83,1,907.0,150.0
4,83,0,905.0,157.0
4,83,1,902.0,180.0
4,83,2,885.0,233.0
4,83,3,880.0,256.0
4,83,4,871.0,287.0
5,83,0,880.0,256.0
5,83,1,947.0,286.0
5,83,2,983.0,306.0
5,83,3,991.0,307.0
6,83,0,871.0,287.0
6,83,1,842.0,367.0
7,83,0,871.0,287.0
7,83,1,881.0,298.0
8,83,0,693.0,396.0
8,83,1,695.0,404.0
8,83,2,722.0,422.0
8,83,3,738.0,426.0
9,83,0,828.0,399.0
9,83,1,816.0,425.0
10,83,0,787.0,410.0
10,83,1,816.0,425.0
11,83,0,261.0,422.0
11,83,1,293.0,460.0
11,83,2,327.0,535.0
11,83,3,361.0,584.0
11,83,4,379.0,620.0
12,83,0,816.0,425.0
12,83,1,788.0,529.0
13,83,0,668.0,469.0
13,83,1,755.0,512.0
14,83,0,376.0,473.0
14,83,1,373.0,501.0
14,83,2,377.0,519.0
14,83,3,400.0,558.0
14,83,4,393.0,571.0
15,83,0,788.0,529.0
15,83,1,781.0,571.0
15,83,2,770.0,600.0
15,83,3,770.0,608.0
16,83,0,379.0,620.0
16,83,1,391.0,652.0
16,83,2,412.0,685.0
16,83,3,428.0,703.0
17,83,0,602.0,648.0
17,83,1,713.0,710.0
18,83,0,436.0,693.0
18,83,1,428.0,703.0
18,83,2,461.0,735.0
18,83,3,523.0,770.0
18,83,4,585.0,822.0
18,83,5,614.0,840.0
18,83,6,626.0,856.0
18,83,7,636.0,891.0
19,83,0,907.0,150.0
19,83,1,905.0,157.0
20,83,0,842.0,367.0
20,83,1,828.0,399.0
0,155,0,83.2288764961326,26.0155407253249
0,155,1,83.22880846187846,26.014982529506327
1,155,0,83.23019872707182,26.01522189143263
1,155,1,83.23023126519338,26.015152785541275
1,155,2,83.23023718121547,26.015011909841277
1,155,3,83.23030817348067,26.014865724516504
1,155,4,83.23030817348067,26.014844460171233
2,155,0,83.22858661104974,26.014838973147775
2,155,1,83.22844462651935,26.014437594532904
3,155,0,83.22907764088399,26.014506766508205
3,155,1,83.22916046519337,26.01445892995513
3,155,2,83.22924033149172,26.014437673539934
3,155,3,83.22930244972376,26.014405783189865
4,155,0,83.23108613038674,26.01344906475771
4,155,1,83.2310358441989,26.013268312829908
4,155,2,83.23094414585636,26.013236407207106
4,155,3,83.23067792486188,26.01308487231348
4,155,4,83.2305832685083,26.01305030835381
5,155,0,83.2310358441989,26.013268312829908
5,155,1,83.231041760221,26.01322578472678
5,155,2,83.2310299281768,26.013164648559304
5,155,3,83.2310299281768,26.012898844243438
5,155,4,83.23104471823206,26.012832394633
6,155,0,83.22851857679558,26.013230850281516
6,155,1,83.22854519889503,26.013169717932225
6,155,2,83.22858661104974,26.01303947792934
6,155,3,83.22861619116023,26.0130075843485
6,155,4,83.22869014143647,26.01296772104378
6,155,5,83.2288232519337,26.012930521656347
6,155,6,83.228959320442,26.012864084087877
6,155,7,83.22906876685083,26.01284814669606
7,155,0,83.2299887082873,26.013060881491455
7,155,1,83.22997391823205,26.01293063590815
8,155,0,83.22985855580112,26.0129306244536
8,155,1,83.22997391823205,26.01293063590815
8,155,2,83.23002716243094,26.012927983151705
8,155,3,83.23011294475138,26.012912043410235
9,155,0,83.22985855580112,26.0129306244536
9,155,1,83.23011294475138,26.012912043410235
0,45,0,83.20217951901815,26.102460727497935
0,45,1,83.20203448031845,26.102173619322873
0,45,2,83.20202856037153,26.102141718414533
0,45,3,83.2019900807165,26.102088550233965
0,45,4,83.20181840225565,26.101769541150563
0,45,5,83.20173552299867,26.101578135700525
0,45,6,83.20171184321097,26.101548893201212
0,45,7,83.2016940833702,26.10148774979356
1,45,0,83.20282479323309,26.102458069088907
1,45,1,83.20318590999558,26.102237421139556
2,45,0,83.20345230760726,26.10166586319846
2,45,1,83.20386374391863,26.10143724002202
3,45,0,83.2016940833702,26.10148774979356
3,45,1,83.2016704035825,26.101445215249104
4,45,0,83.20219135891199,26.101474457748417
4,45,1,83.20223871848741,26.101445215249104
4,45,2,83.20233343763822,26.10140799752271
4,45,3,83.20241335692172,26.10135217093311
5,45,0,83.20436693940735,26.101445215249104
5,45,1,83.20426926028307,26.101384071841455
5,45,2,83.20415086134454,26.10127773548032
6,45,0,83.20392590336135,26.101397363886594
6,45,1,83.20415086134454,26.10127773548032
